812163457,BP#AK0002,2,1800000,1530000,25-11-2022,12
812163457,TN#AI0001,1,2700000,2400000,25-11-2022,6
335946150,MH#MS0001,3,2700000,2400000,25-11-2022,18
335946150,TN#AI0001,1,2700000,2400000,26-11-2022,6
949814605,MH#DH0001,1,2350000,1900000,26-11-2022,18
896454218,BP#AK0001,1,1690000,1436500,1-12-2022,12
123456789,BP#AK0001,1,1690000,1436500,1-12-2022,12
222222222,BP#AK0001,1,1690000,1436500,1-12-2022,12
896454218,BP#AK0001,1,1690000,1436500,1-12-2022,12
896454218,LO#JL0001,1,2390000,2031500,1-12-2022,12
333333333,BP#AK0001,1,1690000,1436500,2-12-2022,12
333333333,BP#AK0002,1,1800000,1530000,2-12-2022,12
766608655,MH#MS0001,2,2700000,2400000,2-12-2022,18
766608655,LO#JL0003,1,1590000,1351500,2-12-2022,12
766608655,MH#RE0001,3,3899000,3400000,2-12-2022,18
111111111,CH#AK0001,1,440000,374000,3-12-2022,6
111111111,CH#LT0002,3,245000,208250,3-12-2022,6
896454218,LO#JL0003,1,1590000,1351500,3-12-2022,12
383600431,BP#ED0001,2,850000,722500,3-12-2022,12
383600431,BP#AK0004,1,1490000,1266500,3-12-2022,12
896454218,BP#ED0001,2,850000,722500,7-12-2022,12
122133144,BP#ED0001,2,850000,722500,7-12-2022,12
122133144,TN#AI0002,1,4500000,4000000,7-12-2022,6
111222333,CH#AK0001,2,440000,374000,21-12-2022,6
101010101,MH#MS0001,1,2700000,2400000,21-12-2022,18
